cat,a_cat,a_label,a_segment,a_next_segment,a_s_order,a_next_order,a_direction,a_azimuth,a_length,a_stright,a_sinusoid,a_elev_min,a_elev_max,a_s_drop,a_gradient,a_out_direction,a_out_azimuth,a_out_length,a_out_drop,a_out_gradient,a_tangent_dir,a_tangent_azimuth,a_next_direction,a_next_azimuth,a_area,a_lat,a_lon,b_cat,b_value,b_label,test,area
8331,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8121,8,,,10773.711715
8332,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8126,3,,,5386.855857
8333,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8089,10,,,80804.774107
8334,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8090,8,,,21547.2298
8335,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8148,9,,,32322.296894
8336,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8127,10,,,10773.711715
8337,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,7916,7,,,134662.392458
8338,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8152,8,,,5386.952671
8339,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8130,7,,,5386.855857
8340,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8020,8,,,646453.00468
8341,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8131,5,,,10773.711715
8342,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8099,8,,,43094.653229
8343,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8100,9,,,172381.904563
8344,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8158,10,,,5386.952671
8345,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8133,5,,,10773.905341
8346,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8105,3,,,21547.617056
8347,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8135,9,,,5386.952671
8348,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8160,10,,,5387.049483
8349,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8136,9,,,5386.952671
8350,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8137,5,,,21548.101119
8351,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8161,3,,,26935.441035
8352,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8138,5,,,5386.952671
8353,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8162,11,,,113132.298772
8354,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8110,5,,,10773.808528
8355,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8038,4,,,1055955.503884
8356,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8142,7,,,10773.905341
8357,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8144,8,,,5386.952671
8358,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8143,8,,,161623.295053
8359,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8168,1,,,5387.049483
8360,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8145,1,,,10773.905341
8361,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8085,10,,,26934.376098
8362,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8122,5,,,26934.472913
8363,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8147,5,,,10773.905341
8364,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8055,4,,,10773.808528
8365,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8149,7,,,5386.952671
8366,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8150,8,,,5386.952671
8367,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8151,8,,,5386.952671
8368,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8153,7,,,258587.184854
8369,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8154,7,,,5386.952671
8370,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8155,5,,,10773.905341
8371,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8156,5,,,16160.858012
8372,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8176,9,,,21548.294742
8373,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8157,8,,,5386.952671
8374,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8159,5,,,26934.763353
8375,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8179,10,,,91581.971038
8376,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8180,7,,,37709.733623
8377,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8163,5,,,5387.049483
8378,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8164,9,,,16161.148448
8379,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8112,10,,,37708.862317
8380,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,6825,9,,,16189242.6942
8381,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8113,9,,,21547.810681
8382,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8166,9,,,5387.049483
8383,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8167,11,,,5387.049483
8384,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8189,8,,,5387.146294
8385,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8190,1,,,59260.739021
8386,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8169,1,,,5387.049483
8387,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8170,5,,,5387.049483
8388,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8171,5,,,5387.049483
8389,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8172,10,,,10774.098965
8390,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8146,8,,,140064.35145
8391,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8173,5,,,5387.049483
8392,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8055,4,,,5387.049483
8393,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8092,10,,,26934.569724
8394,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8177,4,,,10774.098965
8395,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8199,5,,,26936.118708
8396,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8178,7,,,80807.581637
8397,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8181,5,,,86193.759829
8398,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8132,4,,,140062.996099
8399,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8203,2,,,96972.60245
8400,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8183,4,,,32323.071382
8401,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8184,3,,,5387.146294
8402,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8185,5,,,16161.438881
8403,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8186,5,,,5387.146294
8404,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8187,3,,,5387.146294
8405,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8188,10,,,10774.292587
8406,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8191,11,,,5387.146294
8407,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8192,1,,,5387.146294
8408,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8193,7,,,215500.953699
8409,40,,25,28,40,42,119.055,119.055,15741.3,13278.7,1.18545,1486.6,1430.5,56.1,0.00356388,129.56,129.56,2436.23,8.5,0.003489,-57.2958,-57.2958,111.801,111.801,112450824.455587,51.3116666666667,-116.025416666667,8194,8,,,5387.146294
8410,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8195,5,,,5387.146294
8411,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8214,9,,,37711.379383
8412,42,,28,30,42,43,108.825,108.825,7480.46,5826.46,1.28388,1430.5,1415.8,14.7,0.00196511,94.3987,94.3987,910.31,1.90002,0.00208723,-57.2958,-57.2958,108.435,108.435,64102347.530086,51.25,-115.886666666667,8196,5,,,5387.146294
8413,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8216,7,,,188561.640402
8414,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8217,9,,,5387.243104
8415,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8197,10,,,5387.146294
8416,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8175,8,,,16161.245259
8417,1,,24,30,1,43,150.337,150.337,19008,14864.9,1.27872,2009.4,1415.8,593.6,0.031229,246.371,66.3706,1331.37,28.8999,0.0217069,-57.2958,-57.2958,108.435,108.435,123891935.311745,51.3475,-115.885416666667,8094,7,,,129288.703486
8418,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8225,7,,,129296.157884
8419,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8226,8,,,10774.486207
8420,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8200,10,,,5387.146294
8421,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8182,3,,,404050.299715
8422,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8201,4,,,10774.292587
8423,10,,27,33,10,30,124.866,124.866,13405.7,10605.3,1.26406,1840.9,1568,272.9,0.020357,93.4682,93.4682,4560.05,134.2,0.0294295,-57.2958,-57.2958,122.735,122.735,93601199.31065,51.2225,-115.667083333333,8202,5,,,5387.146294
8424,9,,26,23,9,39,61.2134,61.2134,8282.89,7028.51,1.17847,1842.4,1498.8,343.6,0.0414831,71.8473,71.8473,4670.09,294.9,0.0631466,-57.2958,-57.2958,150.255,150.255,57969817.266439,51.3266666666667,-116.205833333333,8134,9,,,231655.325709
